"supplier_id","supplier_code","supplier_name","contact_name","profile","supplier_address","supplier_credit_period","active_vat","add_tax","supplier_vat_reg_number","supplier_email","supplier_telephone","supplier_mobile","supplier_website","supplier_image","supplier_image1","supplier_rating_id","city_id","sub_city","latitude","longitude","deleted","created_by","created_date","update_by","update_date"
"665","SUP00656","Green Paradise Agro Eco Hotel",NULL,NULL,"Kubukkadanwela, Dambulla 21100","0","1","1",,,"066 2 286300",,,NULL,NULL,"2","30","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"666","SUP00657","Villa Araliya ",NULL,NULL,"St Joseph Mawatha, Negombo","0","1","1",,,,"071 272 8504",,NULL,NULL,"6","113","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"667","SUP00658","Three temples",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"668","SUP00659","Elephant ride",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","45","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"669","SUP00660","Elephant safari",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","176","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"670","SUP00661","kalum homestay",,," 97/1,., Hotel Rd, Sigiriya 21120","0","0","1",,,,"071 888 7140",,,,"11","45","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"671","SUP00662","Athgira River Camping",NULL,NULL,"aha Ara Road, Udawalawe, Udawalawe 70190","0","0","1",,,,"077 037 5857",,NULL,NULL,"6","142","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"672","SUP00663","Rosaanne Beach Resort",NULL,NULL,"Kalpitiya road, Alankuda, Sri Lanka
","0","1","1",,,,"077 182 5455",,NULL,NULL,"3","62","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"673","SUP00664","Amaara Forest Hotel ",,,"Indigasweva, Sigiriya, 21120, Sri Lanka","0","1","1",,,,,,,,"2","134","0","0","0","0",NULL,NULL,NULL,NULL
"674","SUP00665","Emerald Hill Hotel",NULL,NULL,"70/18, Riverdale Road, Aniwatte, Kandy, Kandy 20000","0","0","1",,,"081 4 651651",,,NULL,NULL,"2","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"675","SUP00666","Elephant Trail",NULL,NULL,"5th Mile Post, Udawalawe, Udawalawa","0","0","1",,,,"077 037 5857",,NULL,NULL,"2","142","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"676","SUP00667","Hotel Sunset Beach",NULL,NULL,"Wellaweediya, Negombo","0","1","1",,,"031 2 222350",,,NULL,NULL,"3","113","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"677","SUP00668","Gimanhala Hotel",NULL,NULL,"754, Anuradhapura Road, Kandy - Jaffna Hwy, Dambulla","0","1","1",,,"066 2 284864",,,NULL,NULL,"2","30","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"678","SUP00669","Tamarind Gardens Homestay",NULL,NULL,"Tamarind Gardens, Aluthgangapitiya, Aluthwatte, Digana, Kandy., Digana","0","0","1",,,,"077 251 9461",,NULL,NULL,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"679","SUP00670","Stamford Star Hotel",NULL,NULL,"Badulla Rd, Nuwara Eliya","0","1","1",,,"052 2 222708",,,NULL,NULL,"6","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"680","SUP00671","Induruwa Beach Resort",NULL,NULL,"Colombo-Galle-Hambantota-Wellawaya Highway","0","1","1",,,"034 2 275445",,,NULL,NULL,"3","55","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"681","SUP00672","White Elephant Hotel",NULL,NULL,"Hatton Road, Dalhousie, Nuwara Eliya","0","0","1",,,"051 3 507377",,,NULL,NULL,"6","1","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"682","SUP00673","Marina Bentota",NULL,NULL,"National Holiday Resort, Paradise Island, Bentota","0","1","1",,,,"077 344 2067",,NULL,NULL,"3","21","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"683","SUP00674","Dumbanagala Chalet",NULL,NULL,"Kandy","0","0","1",,,,,,NULL,NULL,"7","78","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"684","SUP00675","Koggala Beach Hotel",NULL,NULL,"Matara Road, Koggala","0","1","1",,,,,,NULL,NULL,"6","79","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"685","SUP00676","Rajarata Hotel",NULL,NULL,"77 Rowing Club Rd, Anuradhapura","0","1","1",,,"025 2 030000",,,NULL,NULL,"3","10","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"686","SUP00677","Bay Vista Hotel",NULL,NULL,"Arugam Bay","0","0","1",,,"063 2 248577",,,NULL,NULL,"2","11","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"687","SUP00678","Chena huts",NULL,NULL,,"0","1","1",,,"94 11 2331 322",,,NULL,NULL,"8","155","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"688","SUP00679","Mirissa Bay Resort",NULL,NULL,"Udupila, Mirissa, Mirissa","0","1","1",,,"071 244 3344",,,NULL,NULL,"3","103","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"689","SUP00680","Villa Rosa",NULL,NULL,"71/18, Dodanwala Passage, Asgiriya, Kandy, Sri Lanka","0","1","1",,,"081 2 215556",,,NULL,NULL,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"690","SUP00681","Thalsevana Holiday Resort",NULL,NULL," Thalsevana Holiday Resort,Kankesanthurai,Jaffna,Sri Lanka., ","0","0","1",,,"021 2 219777",,,NULL,NULL,"3","58","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"691","SUP00682","Hotel Ahash",NULL,NULL,"110/80 Thalvupadu, Mannar","0","0","1",,,"023 2 223300",,,NULL,NULL,"6","94","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"692","SUP00683","The Palmyrah House",NULL,NULL,"Thalaimannar Road, Medawachchiya-Talaimannar Hwy, Mannar","0","0","1",,,"011 2 594467",,,NULL,NULL,"6","94","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"693","SUP00684","Rani Beach Resort",,,"Lewis Pl, Negombo","0","0","1",,,"031 2 223106",,,,,"3","113","0","0","0","0",NULL,NULL,NULL,NULL
"694","SUP00685","Swiss Residence",NULL,NULL," 23, Bahirawakanda Bahirawakanda Ln, Kandy","0","1","1",,,"081 2 204646",,,NULL,NULL,"3","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"695","SUP00686","Heaven Seven Hotel",,,,"0","1","1",,,,,,,,"6","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"696","SUP00687","W15",,,"506, New Galle Road, Weligama 81700","0","1","1",,,"041 2 254422",,,,,"2","151","0","0","0","0",NULL,NULL,NULL,"2024-10-19"
"697","SUP00688","Suriya Resort",NULL,NULL,,"0","1","1",,,"031 22 77 775",,,NULL,NULL,"1","146","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"698","SUP00689","Colombo GSH",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"3","29","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"699","SUP00690","SEE KANDY",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"3","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"700","SUP00691","Lake Serenity Boutique Hotel",NULL,NULL,"Gonapitiya Road, Ratnapura","0","1","1",,,,,,NULL,NULL,"3","130","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"701","SUP00692","Melheim Resort Kandy",NULL,NULL,"Gangawatakorale","0","0","1",,,,,,NULL,NULL,"3","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"702","SUP00693","Elephant Bay ",,,,"0","1","1",,,,,,,,"6","122","0","0","0","0",NULL,NULL,NULL,NULL
"703","SUP00694","Kumana Birds Park",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","87","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"704","SUP00695","Silvas Beach Hotel",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"6","113","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"705","SUP00696","Isurumuniya",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","10","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"706","SUP00697","Galviharaya",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","123","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"707","SUP00698","Isurumuniya",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","10","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"708","SUP00699","Galviharaya",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","123","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"709","SUP00700","Ranweli Spice Garden",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"12","97","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"710","SUP00701","Xilaton Restaurant",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"12","29","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"711","SUP00702","Saruketha",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"12","88","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"712","SUP00703","Diyadhara",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"12","88","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"713","SUP00704","Sudu Araliya, Polonnaruwa",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"12","123","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"714","SUP00705","The Trevene Hotel",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"6","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"715","SUP00706","Lakraj Heritage ",,,,"0","0","1",,,,,,,,"6","98","0","0","0","0",NULL,NULL,NULL,NULL
"716","SUP00707","GSH Colombo",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"3","29","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"717","SUP00708","Garton's Cape",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"3","103","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"718","SUP00708","Garton's Cape",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"3","103","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"719","SUP00710","French Garden",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","10","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"720","SUP00711","Amaranthe Bay",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","158","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"721","SUP00712","Miridiya Lake Resort",,,,"0","1","1",,,,,,,,"2","10","0","0","0","0",NULL,NULL,NULL,NULL
"722","SUP00713","Luckgrove Spice Garden",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"12","97","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"723","SUP00714","Oak-Ray Lake Resort",,,,"0","1","1",,,,,,,,"3","141","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"724","SUP00715","The Safari",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","155","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"725","SUP00716","Turtle Hatchery ",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"7","21","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"726","SUP00717","Beach Boutique",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","113","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"727","SUP00718","Nilaveli Beach Resort",,,,"0","0","1",,,,,,,,"6","114","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"728","SUP00719","The Lake Wind Hotel",,,,"0","0","1",,,,,,,,"6","141","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"729","SUP00720","Mihintale",,,,"0","0","1",,,,,,,,"7","101","0","0","0","0",NULL,NULL,NULL,NULL
"730","SUP00721","Nildiya Mankada ",,,,"0","0","1",,,,,,,,"6","142","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"731","SUP00722","Eden Garden",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"6","134","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"732","SUP00723","Kamu Restuarant ",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"6","30","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"733","SUP00724","Wilpattu House",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","154","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"734","SUP00725","Lake Leisure ",,,,"0","0","1",,,,,,,,"6","10","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"735","SUP00726","Mount Heaven ",,,,"0","0","1",,,,,,,,"6","39","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"736","SUP00727","Maussawa Estate Eco Lanka Villa",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"737","SUP00728","Sun Flower Hotel ",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","68","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"738","SUP00729","Kamatha Eco Lodge ",,,,"0","0","1",,,,,,,,"6","45","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"739","SUP00730","Colombo City Hotel",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","29","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"740","SUP00731","Nice Place Bungalow",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"6","30","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"741","SUP00732","Slightly Chilled",,,,"0","0","1",,,," ",,,,"6","1","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"742","SUP00733","Jungle Beach Hostel",,,,"0","0","1",,,,,,,,"6","143","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"743","SUP00734","Ajith Safari Lodge ",,,,"0","0","1",,,,,,,,"6","155","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"744","SUP00735","Ranmal Beach Resort",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","52","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"745","SUP00736","Ranagala House",,,,"0","0","1",,,,,,,,"6","78","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"746","SUP00737","Clock Inn Colombo",,,,"0","0","1",,,,,,,,"6","29","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"747","SUP00738","Wathsala Inn",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"6","1","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"748","SUP00739","Leopard Den Hotel",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"12","154","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"749","SUP00740","Mulativ War Museum",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"7","58","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"750","SUP00741","Giman Free Beach Resort",,,,"0","0","1",,,,,,,,"6","118","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"751","SUP00742","Raja Bojun",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"12","29","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"752","SUP00743","Wilpattu Rodrigo Camp",NULL,NULL,,"0","0","1",,,,,,NULL,NULL,"6","154","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"753","SUP00744","Misty Hill",,,,"0","0","1",,,,,,,,"6","39","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"754","SUP00745","JKAB Park Hotel",,,,"0","1","1",,,,,,,,"6","158","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"755","SUP00746","Cinnamon Air",,,,"0","1","1",,,,,,,,"7","29","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"756","SUP00747","Rockside Beach Resort",,,"Galle Road, Athurwella, Induruwa","0","1","1",,,"034 2 271273",,,,,"3","55","0","0","0","0",NULL,NULL,NULL,NULL
"757","SUP00748","The Blackpool",NULL,NULL,"Nuwara Eliya
","0","1","1",,,"011 3 047373",,,NULL,NULL,"2","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"758","SUP00749","Wilpattu Tree House Hotel",NULL,NULL,"Wilpattu Sanctuary Rd","0","0","1",,,,"077 376 7113",,NULL,NULL,"7","154","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"759","SUP00750","Unique Cottages",NULL,NULL,"Nuwara Eliya","0","1","1",,,"052 2 223135",,,NULL,NULL,"2","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"760","SUP00751","Oak-Ray City Hotel",NULL,NULL,,"0","1","1",,,,,,NULL,NULL,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"761","SUP00752","Captains Boat House",,,,"0","0","1",,,,,,,,"12","16","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"762","SUP00753","Hotel Yapahuwa Paradise",NULL,NULL,"Kingdom Road, Yapahuwa","0","0","1",,,"037 3975055",,,NULL,NULL,"4","156","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"763","SUP00754","Priyamali gedara",NULL,NULL,"Bendiwewa, Polonnaruwa","0","0","1",,,,"071 721 6480",,NULL,NULL,"12","123","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"764","SUP00755","Saunter Paradise Hotel",NULL,NULL,"Trincomalee road, Awdangawa, Kimbissa, Habarana, Sigiriya","0","0","1",,,"066 2 270700",,,NULL,NULL,"2","134","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"765","SUP00756","The Fort Bazaar",,,"The Fort Bazaar, 26 Church Street, Galle Fort","0","1","1","114428612",,,"077 363 8381",,,,"8","41","0","0","0","0",NULL,NULL,NULL,NULL
"766","SUP00757","High Park Hotel",,,"Ward No. 1, 9th Mile Post, Nilaveli,, 31010","0","0","1",,,"026 2 232466",,,,,"2","114","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"767","SUP00758","Pedlar62",,,"no 62, Pedlar St, Galle","0","0","1",,,,"077 318 2389",,,,"7","41","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"768","SUP00759","Ayubowan Guesthouse","Ron & Brenda Cornelius ",,"Ayubowan Guest House
47/55 School Lane,
Ettukala, Negombo, Sri Lanka.","0","0","1",,"reservations.ayubowan@gmail.com","+94 3122 38673","+94 7785 82875","http://www.ayubowanguesthouse.com/",,,"10","113","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"769","SUP00760","Glenfall Reach Hotel",,,"Glenfall Rd, Nuwara Eliya","0","1","1",,,"052 2 223645",,,"Glen-Fall-Restaurant-1.jpg","Glen-Fall-Restaurant-1.jpg","7","116","0","0","0","0",NULL,NULL,NULL,"2026-02-13"
"770","SUP00761","Hatton Summer House",,," B71","0","0","1",,,,"077 703 8410",,,,"11","50","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"771","SUP00762","Sky Green Resort",,,"Ella, Kithalella, Ella City","0","0","1",,,"057 2 228854",,,,,"3","39","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"772","SUP00763","Catamaran Beach Hotel",,,"No.209, Lewis Place, Negombo 11500","0","1","1",,,"011 2 824500",,,,,"3","113","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"774","SUP00765","Wilpattu Teal Cottage",,,"Trincomalee Road, Pahala Maragahawewa","0","0","1",,,,"077 784 4998",,,,"6","154","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"775","SUP00766","Sampath Rest Guesthouse",,,"8 A, Wedderburn Rd, Nuwara Eliya, Sri Lanka","0","0","1",,,,,,,,"10","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"776","SUP00767","Polonnaruwa Ancient city via bicycles",,,,"0","0","1",,,,,,,,"7","123","0","0","0","0",NULL,NULL,NULL,NULL
"777","SUP00768","Day Program at Tamarind Garden",,,,"0","0","1",,,,,,,,"7","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"778","SUP00769","Udawalawe Elephant Transit Home",,,,"0","0","1",,,,,,,,"7","142","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"779","SUP00770","Sri Lanka Railway Department",,,,"0","0","1",,,,,,,,"7","29","0","0","0","0",NULL,NULL,NULL,NULL
"780","SUP00771","PJ Hotels",,,"Avarangal Junction, Atchuvely","0","0","1",,,"021 2 058181",,,,,"6","58","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"781","SUP00772","Palm Beach Resort",,,,"0","0","1",,,,,,,,"6","114","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"783","SUP00774","Sanka Rest",,,,"0","0","1",,,,,,,,"6","81","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"784","SUP00775","Kandy Randhole Perahara",,,,"0","0","1",,,,,,,,"7","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"785","SUP00776","Hotel Heaven's Edge",,,,"0","1","1",,,,,,,,"6","39","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"786","SUP00777","The Plantation Hotel",,,,"0","1","1",,,,,,,,"6","76","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"787","SUP00778","Firs Luxury Boutique Bungalow",,,"85/2 Upper Lake Road 22200 Nuwara Eliya Town, Sri Lanka, Nuwara Eliya","0","0","1",,,,,,,,"2","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"788","SUP00779","Tastes of Sigiriya",,,,"0","0","1",,,,,,,,"7","134","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"789","SUP00780","Stilt fishing",,,,"0","0","1",,,,,,,,"7","151","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"790","SUP00781","Arika Luxury Villa",,,,"0","1","1",,,,,,,,"6","30","0","0","0","0",NULL,NULL,NULL,NULL
"791","SUP00782","Silver Beach Hotel",,,,"0","0","1",,,,,,,,"6","158","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"792","SUP00783","Jetwing Jaffna",,,,"0","1","1",,,,,,,,"3","58","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"793","SUP00784","The Long Beach Resort",,,,"0","1","1",,,,,,,,"6","79","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"794","SUP00785","Nature Walk Holiday Resort",,,,"0","0","1",,,,,,,,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"795","SUP00786","Wild Life Circuit Bungalows - Mahaeliya",,,,"0","1","1",,,,,,,,"6","54","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"796","SUP00787","Ravana Heights",,,,"0","0","1",,,,,,,,"6","39","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"797","SUP00788","Bansei by Hotel J",,,,"0","1","1",,,,,,,,"6","52","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"798","SUP00789","Tropical Village Restaurant",,,,"0","0","1",,,,,,,,"12","30","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"799","SUP00790","Xiang Yung Authentic Chinese Restaurant",,,,"0","0","1",,,,,,,,"12","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"800","SUP00791","Yuan Heng Chinese Restaurant",,,,"0","0","1",,,,,,,,"12","55","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"801","SUP00792","The Change Hotel",,,,"0","0","1",,,,,,,,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"802","SUP00793","Ella Mount View Guest Inn",,,,"0","0","1",,,,,,,,"6","39","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"803","SUP00794","Amaara Sky Hotel ",,,,"0","1","1",,,,,,,,"6","66","0","0","0","0",NULL,NULL,NULL,NULL
"804","SUP00795","Amarantha Classic Retreat",,,,"0","0","1",,,,,,,,"6","30","0","0","0","0",NULL,NULL,NULL,NULL
"805","SUP00796","Bar Reef Resort",,,,"0","1","1",,,,,,,,"6","62","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"806","SUP00797","Hill Pride City Hotel",,,,"0","0","1",,,,,,,,"6","116","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"807","SUP00798","Polwatta Homestay",,,,"0","0","1",,,,,,,,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"808","SUP00799","Camping at Bambarakanda",,,,"0","0","1",,,,,,,,"6","167","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"809","SUP00800","Maresia Beach Villa",,,,"0","0","1",,,,,,,,"6","161","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"810","SUP00801","Nuit en Tent",,,,"0","0","1",,,,,,,,"6","78","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"811","SUP00802","Levels Unawatuna ",,,,"0","1","1",,,,,,,,"6","143","0","0","0","0",NULL,NULL,NULL,"2024-12-20"
"812","SUP00803","Elegant Hotel",,,,"0","0","1",,,,,,,,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"813","SUP00804","Portofino Resort",,,,"0","0","1",,,,,,,,"6","98","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"814","SUP00805","Oakray Ella Gap Hotel",,,,"0","1","1",,,,,,,,"3","39","0","0","0","0",NULL,NULL,NULL,"2024-06-13"
"815","SUP00806","Hotel Tree of Life",,,,"0","1","1",,,,,,,,"6","66","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"816","SUP00807","Mount Royal",,,,"0","1","1",,,,,,,,"6","220","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"817","SUP00808","palace mirissa",,,"Coparamulla, Mirissa North","0","1","1",,"admin@palacemirissa.com","0094 41 2251303",,"www.palacemirissa.com",,,"6","103","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"818","SUP00809","Palpatha Eco Safari Lodge",,," Ranaviru Mahesh Mawatha,, Saliyaweva - Wilpattu","0","1","1",,"info@palpatha.com","(94) 770310310",,"www.palpatha.com",,,"6","154","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"819","SUP00810","Royal River Resort",,," Belilena Road, Kitulgala 12500","0","1","1",,,"011 2 732755",,,,,"4","38","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"820","SUP00811","Haus Chandra Hotel",,," Beach Rd, 10350","0","1","1",,,"011 2 732755",,,,,"6","106","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"821","SUP00812","Forest Edge",,," Avissawella-Hatton-Nuwara Eliya Hwy, Ginigathhena","0","1","1",,,"051 4 924733",,,,,"12","221","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"822","SUP00813","Sergeant House",,,"381, Matara Road,Ganahena,Unawatuna,Galle, Sri Lanka, Galle 80600","0","1","1",,,," 077 356 5433",,,,"6","41","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"823","SUP00814","sri sharavi beach villas&spa",,,"153 Km Post, Ruhunupura, Thalaramba, Kamburugamuwa, Mirissa","0","1","1",,"reservations@srisharavibeachvillas.com","+94 41 745 1090",," www.srisharavibeachvillas.com",,,"6","103","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"824","SUP00815","Cantaloupe Aqua",,,,"0","1","1",,,,,,,,"2","140","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"825","SUP00816","Beacon Beach",,,,"0","1","1",,,,,,,,"6","113","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
"826","SUP00817","Casa Colombo Collection Mirissa",,,,"0","1","1",,,,,,,,"8","103","0",NULL,NULL,"0",NULL,NULL,NULL,NULL
